time,x,y,dx,dy
104053713,63.0,0.0,0.07547931935111747,-0.021147887323943595
104053714,63.000431310396294,0.0002746478873234537,0.16131008821324536,0.058408450704225165
104053715,63.00053913799537,0.0002746478873234537,0.13823498201161802,0.14574647887323897
104053716,63.000431310396294,0.0004577464788724228,0.133921878048697,0.2073591549295768
104053717,63.00064696559444,0.0006408450704213919,-0.0811941821019878,-0.12688732394366156
104053718,63.00086262079259,0.0006408450704213919,0.06620614583083732,-0.16359859154929524
104053719,63.00097044839166,0.0010070422535193302,0.0807628717056957,-0.036253521126760446
104053720,63.001078275990736,0.0010985915492938148,0.04291538443106394,-0.03460563380281679
104053721,63.00150958638702,0.001464788732391753,0.43702525904297024,0.22612676056337955
104053722,63.00129393118888,0.0013732394366172684,0.22697709604871757,0.15014084507042205
104053723,63.00140175878795,0.0018309859154896913,0.16012398462344207,0.22154929577464716
104053724,63.0016174139861,0.0017394366197152067,0.14923339711706657,0.16707746478873184
104053725,63.00194089678332,0.0018309859154896913,0.17737640047512607,0.11608450704225315
104053726,63.00237220717961,0.0020140845070386604,0.246062581084643,0.18749295774647826
104053727,63.00226437958054,0.0020140845070386604,0.1532230182827685,0.14483098591549248
104053728,63.002480034778685,0.002288732394362114,0.1817973320371201,0.1633239436619713
104053729,63.002480034778685,0.0026549295774671577,0.11580684140442883,0.18666901408450642
104053730,63.002803517575906,0.002929577464783506,0.18546347040560293,0.2410492957746471
104053731,63.00312700037312,0.003204225352114065,0.19139398835461932,0.22695070422535135
104053732,63.00312700037312,0.0033873239436630342,0.14405767236156136,0.2069929577464782
104053733,63.00377396596756,0.003845070422535457,0.3894732878517662,0.3422112676056327
104053734,63.00409744876478,0.004119718309851805,0.3771809415574413,0.3127323943661962
104053735,63.00431310396293,0.004394366197182364,0.3620850776872178,0.3376338028169003
104053736,63.00463658676014,0.004852112676054787,0.44522015657252006,0.419021126760562
104053737,63.00485224195829,0.005126760563378241,0.24854261586332257,0.45426760563380136
104053738,63.00506789715644,0.005401408450701695,0.36974083722140266,0.43861267605633664
104053739,63.00539137995365,0.005767605633799633,0.6967819452098873,0.6109084507042234
104053740,63.0056070351518,0.006133802816897571,0.6628162515018845,0.569161971830984
104053741,63.006146173147165,0.0066830985915444785,0.5021531288830773,0.5945211267605615
104053742,63.00657748354346,0.006866197183100553,0.5335309602133276,0.5004084507042238
104053743,63.00690096634068,0.007232394366198491,0.3809549075249972,0.3974154929577452
104053744,63.00765575953419,0.007873239436619883,0.514121992380183,0.4268028169014071
104053745,63.008194897529556,0.00842253521126679,0.548626824083551,0.44053521126760425
104053746,63.0084105527277,0.008880281690139213,0.4636586760140074,0.37562676056337907
104053747,63.00916534592121,0.00942957746478612,0.5646931363454318,0.36619718309859034
104053748,63.009596656317505,0.009887323943658544,0.6294975233883198,0.5435281690140827
104053749,63.01045927711009,0.010619718309861526,0.8470936183176841,0.5832605633802798
104053750,63.01099841510545,0.011169014084508433,0.7793778860998245,0.5085563380281674
104053751,63.011321897902675,0.011718309859148235,0.7679481605980838,0.6474366197183078
104053752,63.01229234629433,0.012267605633802248,0.794581577569121,0.662176056338026
104053753,63.01272365669062,0.012999999999998124,0.8864506919793382,0.8702676056338
104053754,63.013262794685986,0.013640845070419516,0.9190146268993917,0.7872323943661947
104053755,63.01380193268135,0.014190140845066423,0.8079521998541761,0.6245492957746458
104053756,63.01444889827579,0.01473943661971333,0.6812547709433717,0.6466126760563359
104053757,63.01509586387023,0.015654929577465282,0.7332276736965697,0.7930915492957721
104053758,63.01563500186559,0.016112676056337705,0.583023828187846,0.7409084507042228
104053759,63.01649762265818,0.016753521126759097,0.5541260316362754,0.7973028169014058
104053760,63.01692893305447,0.017577464788729458,0.4598847100464515,0.6913802816901385
104053761,63.0180072090452,0.018401408450706924,0.7530679519260064,0.7094154929577442
104053762,63.018330691842415,0.019133802816895695,0.50937757802097,0.6957746478873217
104053763,63.01908548503593,0.019591549295775224,0.5444215477197031,0.6822253521126739
104053764,63.020055933427585,0.02050704225352007,0.7133873954671333,0.8275140845070396
104053765,63.02070289902203,0.02114788732394146,0.5513225140603767,0.7480492957746454
104053766,63.021457692215535,0.022063380281686307,0.6190382462782363,1.051626760563377
104053767,63.02242814060719,0.02252112676055873,0.6840582885192704,0.7875070422535186
104053768,63.02296727860256,0.023253521126754606,0.7234153621809245,0.8786901408450676
104053769,63.023614244197,0.024169014084506557,0.7891901976154697,1.0088732394366164
104053770,63.02447686498958,0.02462676056337898,0.7586749870778037,0.7388943661971807
104053771,63.02523165818309,0.02545070422534934,0.6757555633906475,0.8101197183098564
104053772,63.0259864513766,0.025908450704221764,0.7277284661438455,0.7826549295774622
104053773,63.02663341697104,0.02664084507041764,0.8082756826513952,0.751528169014082
104053774,63.02781952056085,0.02755633802816959,0.8695217589248734,0.7345915492957722
104053775,63.02868214135343,0.028197183098590983,0.7019576699653926,0.7030985915492936
104053776,63.02954476214601,0.028838028169012375,0.6318697305679263,0.6933028169014062
104053777,63.03008390014138,0.029204225352110313,0.5672809987231844,0.5136830985915476
104053778,63.03127000373118,0.03011971830985516,0.5953161744821709,0.657232394366195
104053779,63.03213262452377,0.030852112676051036,0.5943457260905137,0.5888450704225333
104053780,63.033103072915424,0.03140140845070505,0.7490783307603045,0.5224718309859138
104053781,63.034073521307086,0.03222535211267541,0.8660712757545365,0.6189647887323924
104053782,63.03493614209966,0.03304929577464577,0.8695217589248734,0.7509788732394342
104053783,63.036230073288536,0.03359859154929268,0.8565824470361103,0.5751126760563362
104053784,63.03730834927927,0.03423943661971407,0.8296255472678542,0.49839436619718147
104053785,63.03838662527,0.03488028169013546,0.7137108782643523,0.5769436619718291
104053786,63.039357073661655,0.03570422535211293,0.8338308236317021,0.6163098591549275
104053787,63.04054317725146,0.03634507042253432,0.8000807851218453,0.5389507042253503
104053788,63.04172928084127,0.03689436619718123,0.7429321576131421,0.43861267605633664
