time,x,y,dx,dy
104105866,62.991912930069525,0.011901408450697204,0.04938504037544544,0.005035211267605618
104105867,62.99223641286675,0.011992957746478794,0.09877008075089087,0.021147887323943595
104105868,62.99223641286675,0.011718309859148235,0.07095056019005043,0.012267605633802777
104105869,62.99212858526767,0.011626760563380856,-0.08669338965471209,-0.018950704225352052
104105870,62.99266772326303,0.011901408450697204,0.2033628518517251,0.07159154929577442
104105871,62.992559895663966,0.012084507042253279,0.26396196253076515,0.07891549295774622
104105872,62.99277555086211,0.011992957746478794,0.2560905477984343,0.002197183098591542
104105873,62.99266772326303,0.012267605633802248,0.18686522919355228,0.01592957746478868
104105874,62.99245206806489,0.012267605633802248,0.05563904112168088,0.051359154929577294
104105875,62.99277555086211,0.012542253521125701,0.09639787357128433,0.10546478873239402
104105876,62.99288337846118,0.012633802816900186,0.05585469631982694,0.1406197183098587
104105877,62.99309903365933,0.012816901408449155,0.04949286797451846,0.21880281690140777
104105878,62.99299120606026,0.012633802816900186,0.015958484662807696,0.1308239436619714
104105879,62.99299120606026,0.01272535211267467,0.009704483916572249,0.11187323943661935
104105880,62.99299120606026,0.01290845070422364,-0.01390976028042022,0.1275281690140841
104105881,62.993314688857474,0.012999999999998124,0.12421739413212476,0.169640845070422
104105882,62.99309903365933,0.01272535211267467,-0.012508001492470897,0.01483098591549291
104105883,62.993314688857474,0.013091549295772609,0.07310711217151093,0.12633802816901366
104105884,62.99320686125841,0.013274647887321578,-0.006685311142527548,0.17723943661971772
104105885,62.99299120606026,0.013549295774645032,-0.012184518695251821,0.18016901408450647
104105886,62.99309903365933,0.013457746478870547,0.02059507142294777,0.10894366197183064
104105887,62.993314688857474,0.013732394366194,0.06555918023639919,0.14574647887323897
104105888,62.993314688857474,0.01391549295774297,0.021781175012751043,0.13338732394366154
104105889,62.99342251645655,0.014281690140840908,0.031162176132104213,0.19271126760563317
104105890,62.993638171654695,0.014556338028164362,0.06070693827811306,0.16057746478873186
104105891,62.99374599925377,0.01473943661971333,0.08087069930476873,0.1710140845070417
104105892,62.993314688857474,0.014556338028164362,-0.04582672960603561,0.04376056338028155
104105893,62.99353034405562,0.0149225352112623,0.07127404298726951,0.12624647887323903
104105894,62.99320686125841,0.01501408450704389,-0.012400173893397872,0.08926056338028139
104105895,62.993314688857474,0.015288732394360238,0.006577483543454523,0.13769014084506997
104105896,62.99309903365933,0.015288732394360238,-0.07483235375667932,0.035521126760563265
104105897,62.99342251645655,0.015746478873239766,0.03191696932561539,0.10317605633802783
104105898,62.99309903365933,0.01583802816901425,-0.07289145697336487,0.06417605633802796
104105899,62.99342251645655,0.015929577464788736,0.028143003358059516,0.15224647887323894
104105900,62.993314688857474,0.016295774647886674,-0.046473695200473765,0.31328169014084406
104105901,62.99320686125841,0.01638732394366116,-0.05369814433836643,0.17430985915492903
104105902,62.99309903365933,0.016661971830984612,-0.0850759756686167,0.2887464788732385
104105903,62.99309903365933,0.017119718309857035,-0.0919769420092903,0.3970492957746466
104105904,62.993314688857474,0.017302816901406004,0.019085485035925418,0.25716197183098505
104105905,62.99299120606026,0.017485915492954973,-0.06674528382620246,0.18163380281690084
104105906,62.99309903365933,0.017943661971827396,0.0031270003731177242,0.2967112676056328
104105907,62.99299120606026,0.018126760563376365,0.2262223028552064,0.3283873239436609
104105908,62.99288337846118,0.018401408450706924,0.21382212896180852,0.23097887323943586
104105909,62.99288337846118,0.018492957746474303,0.15300736308462243,0.09585211267605602
104105910,62.99277555086211,0.018950704225346726,0.14783163832911725,0.08166197183098566
104105911,62.992559895663966,0.019042253521128316,0.03601441809039034,0.12157746478873199
104105912,62.99234424046582,0.019408450704226254,-0.042268418836625785,0.19362676056337966
104105913,62.99234424046582,0.019499999999993634,-0.004097448764774949,0.08669718309859127
104105914,62.99223641286675,0.019866197183091572,-0.01994810582850962,0.10757042253521092
