time,x,y,dx,dy
104236840,62.9943929648482,-0.004119718309858911,-0.0003234827972190749,-0.01675352112676051
104236841,62.99450079244728,-0.004028169014084426,0.03310307291541866,0.009063380281690112
104236842,62.9943929648482,-0.004028169014084426,-0.014233243077639297,0.09685915492957714
104236843,62.9943929648482,-0.004211267605633395,-0.012292346294324847,-0.11599295774647848
104236844,62.994285137249136,-0.004211267605633395,0.052404213149490134,-0.22685915492957673
104236845,62.993961654451915,-0.004211267605633395,-0.0012939311888762997,-0.10546478873239402
104236846,62.99385382685284,-0.004119718309858911,0.11041546145077756,0.016478873239436566
104236847,62.99385382685284,-0.004211267605633395,-0.055746868720753906,-0.02929577464788723
104236848,62.993638171654695,-0.004119718309858911,-0.0056070351517972985,-0.18245774647887264
104236849,62.99342251645655,-0.004119718309858911,-0.20886205940444935,-0.16790140845070367
104236850,62.99342251645655,-0.004119718309858911,-0.11763991058867024,-0.2048873239436613
104236851,62.993638171654695,-0.0038450704225425625,0.0075479319351117475,-0.0552042253521125
104236852,62.99342251645655,-0.004211267605633395,-0.02728038256547532,-0.17202112676056283
104236853,62.993314688857474,-0.004211267605633395,-0.09499611478333499,-0.07049295774647864
104236854,62.99309903365933,-0.004028169014084426,-0.24865044346239557,-0.08001408450704199
104236855,62.99299120606026,-0.004211267605633395,-0.1840617116176536,-0.05126760563380264
104236856,62.99288337846118,-0.004211267605633395,-0.14653770714024092,-0.038267605633802694
104236857,62.993314688857474,-0.0038450704225425625,0.06264783506142751,0.12395774647887284
104236858,62.99266772326303,-0.004211267605633395,-0.13586277483201148,-0.021330985915492887
104236859,62.99277555086211,-0.0037535211267609725,-0.1411463271865897,0.07470422535211244
104236860,62.99288337846118,-0.0037535211267609725,-0.05704079990963021,0.044859154929577316
104236861,62.99277555086211,-0.003661971830986488,-0.2004515066767534,-0.030211267605633703
104236862,62.99277555086211,-0.003661971830986488,-0.10480842629898027,-0.008056338028168988
104236863,62.99266772326303,-0.003661971830986488,-0.11192504783779993,-0.021239436619718242
104236864,62.99234424046582,-0.0032957746478885497,-0.13618625762923053,0.10903521126760528
104236865,62.99212858526767,-0.003661971830986488,-0.2625602037428158,-0.08715492957746451
104236866,62.99158944727231,-0.003661971830986488,-0.31809141726542367,-0.05465492957746461
104236867,62.99180510247046,-0.0035704225352120034,-0.11656163459793999,0.016570422535211213
104236868,62.991373792074164,-0.003478873239437519,-0.27646996402323604,-0.049619718309858986
104236869,62.99126596447509,-0.0038450704225425625,-0.2388381319467503,-0.12450704225352073
104236870,62.99126596447509,-0.003478873239437519,-0.23161368280885766,-0.002197183098591542
104236871,62.99105030927694,-0.003661971830986488,-0.1950601267231022,-0.02874647887323934
104236872,62.99105030927694,-0.003661971830986488,-0.2540418234160468,-0.13439436619718265
104236873,62.990834654078796,-0.003478873239437519,-0.198618437492512,-0.01281690140845066
104236874,62.99061899888065,-0.003661971830986488,-0.18330691842414243,-0.04531690140845056
104236875,62.990187688484355,-0.003661971830986488,-0.1739259173047893,-0.011352112676056302
104236876,62.99007986088529,-0.003661971830986488,-0.13629408522830355,0.013732394366197137
104236877,62.990187688484355,-0.0035704225352120034,-0.017360243450757023,0.020598591549295706
104236878,62.99007986088529,-0.003661971830986488,-0.20314719665357905,0.028105633802816807
104236879,62.98986420568714,-0.0037535211267609725,-0.14416549996063438,-0.0073239436619718075
104236880,62.989648550488994,-0.0035704225352120034,-0.14718467273467908,0.015288732394366147
104236881,62.98954072288992,-0.003661971830986488,-0.10847456466746311,-0.022429577464788658
104236882,62.98932506769178,-0.003661971830986488,-0.16292750219934074,0.09832394366197152
104236883,62.988893757295486,-0.0038450704225425625,-0.2046567830406014,0.021514084507042182
104236884,62.988570274498265,-0.004028169014084426,-0.2573844789873106,0.10802816901408416
104236885,62.98846244689919,-0.0038450704225425625,-0.2901640691055102,0.058133802816901226
104236886,62.988246791701044,-0.004028169014084426,-0.23754420075787402,0.02645774647887315
104236887,62.988246791701044,-0.0038450704225425625,-0.1523603974901843,0.05190845070422519
