time,x,y,dx,dy
104180442,63.00312700037312,-0.023070422535212742,-0.01714458825261097,-0.018126760563380223
104180443,63.00301917277405,-0.023345070422536196,-0.04970852317266451,-0.07461267605633778
104180444,63.00301917277405,-0.023070422535212742,-0.012076691096178796,0.11471126760563342
104180445,63.00312700037312,-0.02325352112676171,-0.05186507515412501,-0.011352112676056302
104180446,63.00312700037312,-0.022978873239438258,-0.04970852317266451,-0.02398591549295767
104180447,63.00301917277405,-0.023161971830987227,-0.09445697678796988,-0.05978169014084488
104180448,63.002480034778685,-0.022978873239438258,-0.33825517829207935,0.020049295774647823
104180449,63.00258786237776,-0.023345070422536196,-0.21349864616458944,0.05859154929577446
104180450,63.002480034778685,-0.02325352112676171,-0.20799943861186515,0.14721126760563333
104180451,63.002695689976825,-0.02325352112676171,-0.12540349772192805,0.14501408450704178
104180452,63.00258786237776,-0.023345070422536196,-0.16292750219934074,0.11617605633802779
104180453,63.00237220717961,-0.02343661971831068,-0.18201298723526615,0.11104929577464753
104180454,63.002695689976825,-0.02343661971831068,-0.05003200596988359,0.049619718309858986
104180455,63.00258786237776,-0.023528169014085165,-0.04420931561994024,0.049345070422535046
104180456,63.002480034778685,-0.023802816901415724,-0.05499207552724274,-0.007232394366197159
104180457,63.00237220717961,-0.02361971830985965,-0.03558310769409824,0.05987323943661952
104180458,63.00258786237776,-0.023345070422536196,0.03838662526999689,0.1970140845070416
104180459,63.00226437958054,-0.023711267605634134,-0.011968863497105771,0.039549295774647754
104180460,63.00226437958054,-0.023711267605634134,0.03687703888297454,0.04742253521126745
104180461,63.00226437958054,-0.023528169014085165,0.04464062601623234,0.1266126760563376
104180462,63.00237220717961,-0.023528169014085165,0.08604642406027392,0.11434507042253483
104180463,63.002480034778685,-0.023711267605634134,0.12195301455159124,-0.056302816901408266
104180464,63.00226437958054,-0.023711267605634134,0.0885264588389535,-0.01364084507042249
104180465,63.00237220717961,-0.023802816901415724,0.06254000746235448,0.00457746478873238
104180466,63.002156551981464,-0.023802816901415724,0.005822690349943348,0.008422535211267578
104180467,63.001833069184244,-0.023985915492964693,-0.11418942741833345,-0.025542253521126677
104180468,63.00204872438239,-0.023894366197183103,0.020271588625728695,0.027098591549295684
104180469,63.00150958638702,-0.024352112676055526,-0.11300332382853018,-0.08614788732394338
104180470,63.0016174139861,-0.024352112676055526,0.0016174139860953747,-0.0028380281690140756
104180471,63.00140175878795,-0.024352112676055526,-0.012184518695251821,0.04614084507042238
104180472,63.0016174139861,-0.02444366197183001,-0.05272769594670921,0.012359154929577424
104180473,63.00140175878795,-0.02462676056337898,-0.05671731711241113,-0.04568309859154915
104180474,63.00129393118888,-0.02462676056337898,-0.04431714321901326,0.0284718309859154
104180475,63.00097044839166,-0.024992957746484024,-0.08216463049364503,-0.019133802816901347
104180476,63.001078275990736,-0.024809859154935054,0.0656670078354722,-0.0171197183098591
104180477,63.000754793193515,-0.025176056338032993,-0.16831888215299198,-0.1931690140845064
104180478,63.000754793193515,-0.024992957746484024,-0.2665498249085177,-0.14382394366197135
104180479,63.000754793193515,-0.025176056338032993,-0.1654075369780203,-0.12166901408450666
104180480,63.00064696559444,-0.025267605633800372,-0.06297131785864658,-0.21688028169014015
104180481,63.00064696559444,-0.025267605633800372,-0.0037739659675558737,-0.13247183098591506
